pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,10,2,4,3,999,0
flop
4,0,1,5,3,12,2,9,3,0,0,0,0,10,2,4,3,998,0
turn
4,0,2,5,3,12,2,9,3,9,1,0,0,10,2,4,3,998,0
river
204,0,3,5,3,12,2,9,3,9,1,7,2,10,2,4,3,898,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,11,2,6,2,796,0
flop
4,0,1,2,0,6,0,8,0,0,0,0,0,11,2,6,2,796,0
turn
204,0,2,2,0,6,0,8,0,7,1,0,0,11,2,6,2,696,0
river
404,0,3,2,0,6,0,8,0,7,1,13,3,11,2,6,2,596,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,495,0
flop
4,0,1,12,1,2,2,10,2,0,0,0,0,3,3,5,0,494,0
turn
4,0,2,12,1,2,2,10,2,3,0,0,0,3,3,5,0,494,0
river
204,0,3,12,1,2,2,10,2,3,0,8,2,3,3,5,0,394,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,292,0
flop
4,0,1,8,3,3,2,12,3,0,0,0,0,4,1,2,3,292,0
turn
4,0,2,8,3,3,2,12,3,3,3,0,0,4,1,2,3,292,0
river
204,0,3,8,3,3,2,12,3,3,3,13,3,4,1,2,3,192,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,3,1,6,3,495,0
flop
4,0,1,10,3,2,2,2,3,0,0,0,0,3,1,6,3,494,0
turn
204,0,2,10,3,2,2,2,3,6,0,0,0,3,1,6,3,394,0
river
404,0,3,10,3,2,2,2,3,6,0,12,1,3,1,6,3,294,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,6,2,192,0
flop
4,0,1,5,0,5,2,8,1,0,0,0,0,3,0,6,2,192,0
turn
204,0,2,5,0,5,2,8,1,10,1,0,0,3,0,6,2,92,0
river
396,0,3,5,0,5,2,8,1,10,1,11,3,3,0,6,2,0,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,999,0
flop
4,0,1,12,1,9,3,14,3,0,0,0,0,2,0,14,0,998,0
turn
204,0,2,12,1,9,3,14,3,11,0,0,0,2,0,14,0,898,0
river
404,0,3,12,1,9,3,14,3,11,0,8,0,2,0,14,0,798,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,13,3,14,0,696,0
flop
4,0,1,7,0,13,0,5,0,0,0,0,0,13,3,14,0,696,0
turn
204,0,2,7,0,13,0,5,0,14,2,0,0,13,3,14,0,596,0
river
404,0,3,7,0,13,0,5,0,14,2,11,2,13,3,14,0,496,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,3,13,2,999,0
flop
4,0,1,4,1,3,1,7,2,0,0,0,0,5,3,13,2,998,0
turn
4,0,2,4,1,3,1,7,2,3,0,0,0,5,3,13,2,998,0
river
204,0,3,4,1,3,1,7,2,3,0,6,2,5,3,13,2,898,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,1200,0
flop
4,0,1,8,3,6,0,5,3,0,0,0,0,12,0,10,0,1200,0
turn
4,0,2,8,3,6,0,5,3,4,0,0,0,12,0,10,0,1200,0
river
4,0,3,8,3,6,0,5,3,4,0,3,2,12,0,10,0,1200,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,10,2,3,2,1199,0
flop
4,0,1,7,0,9,3,11,3,0,0,0,0,10,2,3,2,1198,0
turn
4,0,2,7,0,9,3,11,3,11,0,0,0,10,2,3,2,1198,0
river
204,0,3,7,0,9,3,11,3,11,0,8,3,10,2,3,2,1098,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,5,0,14,1,1400,0
flop
4,0,1,2,3,12,3,4,0,0,0,0,0,5,0,14,1,1400,0
turn
4,0,2,2,3,12,3,4,0,6,3,0,0,5,0,14,1,1400,0
river
4,0,3,2,3,12,3,4,0,6,3,3,0,5,0,14,1,1400,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,13,0,10,3,1503,0
flop
4,0,1,9,3,13,2,7,3,0,0,0,0,13,0,10,3,1502,0
turn
204,0,2,9,3,13,2,7,3,5,1,0,0,13,0,10,3,1402,0
river
404,0,3,9,3,13,2,7,3,5,1,2,1,13,0,10,3,1302,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,14,2,2,1,1200,0
flop
4,0,1,10,3,4,1,10,1,0,0,0,0,14,2,2,1,1200,0
turn
204,0,2,10,3,4,1,10,1,11,1,0,0,14,2,2,1,1100,0
river
404,0,3,10,3,4,1,10,1,11,1,14,3,14,2,2,1,1000,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,12,3,11,3,1503,0
flop
4,0,1,14,2,2,2,12,1,0,0,0,0,12,3,11,3,1502,0
turn
204,0,2,14,2,2,2,12,1,12,2,0,0,12,3,11,3,1402,0
river
404,0,3,14,2,2,2,12,1,12,2,2,3,12,3,11,3,1302,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,10,2,8,2,1804,0
flop
4,0,1,12,0,14,3,13,1,0,0,0,0,10,2,8,2,1804,0
turn
4,0,2,12,0,14,3,13,1,7,0,0,0,10,2,8,2,1804,0
river
4,0,3,12,0,14,3,13,1,7,0,8,1,10,2,8,2,1804,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,14,0,4,1,1907,0
flop
4,0,1,13,3,5,3,6,1,0,0,0,0,14,0,4,1,1906,0
turn
4,0,2,13,3,5,3,6,1,13,2,0,0,14,0,4,1,1906,0
river
194,0,3,13,3,5,3,6,1,13,2,10,1,14,0,4,1,1806,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,999,0
flop
4,0,1,3,0,12,2,9,3,0,0,0,0,11,3,4,0,998,0
turn
4,0,2,3,0,12,2,9,3,8,1,0,0,11,3,4,0,998,0
river
4,0,3,3,0,12,2,9,3,8,1,10,1,11,3,4,0,998,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1100,0
flop
4,0,1,7,3,12,0,11,2,0,0,0,0,2,1,2,2,1100,0
turn
204,0,2,7,3,12,0,11,2,7,2,0,0,2,1,2,2,1000,0
river
404,0,3,7,3,12,0,11,2,7,2,8,2,2,1,2,2,900,0

pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,7,3,4,1,799,0
flop
4,0,1,11,3,7,1,10,2,0,0,0,0,7,3,4,1,798,0
turn
204,0,2,11,3,7,1,10,2,11,0,0,0,7,3,4,1,698,0
river
404,0,3,11,3,7,1,10,2,11,0,3,0,7,3,4,1,598,0

pre-flop
4,2,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,496,0
flop
