pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,999,0
flop
4,0,1,2,0,3,1,4,2,0,0,0,0,5,0,10,3,998,0
turn
4,0,2,2,0,3,1,4,2,5,3,0,0,5,0,10,3,998,0
river
204,0,3,2,0,3,1,4,2,5,3,7,0,5,0,10,3,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,999,0
flop
4,0,1,4,0,5,0,13,2,0,0,0,0,2,0,3,0,998,0
turn
4,0,2,4,0,5,0,13,2,7,0,0,0,2,0,3,0,998,0
river
204,0,3,4,0,5,0,13,2,7,0,10,2,2,0,3,0,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,999,0
flop
4,0,1,2,0,3,1,4,2,0,0,0,0,5,0,10,3,998,0
turn
4,0,2,2,0,3,1,4,2,5,3,0,0,5,0,10,3,998,0
river
204,0,3,2,0,3,1,4,2,5,3,7,0,5,0,10,3,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,999,0
flop
4,0,1,4,0,5,0,13,2,0,0,0,0,2,0,3,0,998,0
turn
4,0,2,4,0,5,0,13,2,7,0,0,0,2,0,3,0,998,0
river
204,0,3,4,0,5,0,13,2,7,0,10,2,2,0,3,0,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,999,0
flop
4,0,1,2,0,3,1,4,2,0,0,0,0,5,0,10,3,998,0
turn
4,0,2,2,0,3,1,4,2,5,3,0,0,5,0,10,3,998,0
river
204,0,3,2,0,3,1,4,2,5,3,7,0,5,0,10,3,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,999,0
flop
4,0,1,4,0,5,0,13,2,0,0,0,0,2,0,3,0,998,0
turn
4,0,2,4,0,5,0,13,2,7,0,0,0,2,0,3,0,998,0
river
204,0,3,4,0,5,0,13,2,7,0,10,2,2,0,3,0,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,999,0
flop
4,0,1,2,0,3,1,4,2,0,0,0,0,5,0,10,3,998,0
turn
4,0,2,2,0,3,1,4,2,5,3,0,0,5,0,10,3,998,0
river
204,0,3,2,0,3,1,4,2,5,3,7,0,5,0,10,3,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,999,0
flop
4,0,1,4,0,5,0,13,2,0,0,0,0,2,0,3,0,998,0
turn
4,0,2,4,0,5,0,13,2,7,0,0,0,2,0,3,0,998,0
river
204,0,3,4,0,5,0,13,2,7,0,10,2,2,0,3,0,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,999,0
flop
4,0,1,2,0,3,1,4,2,0,0,0,0,5,0,10,3,998,0
turn
4,0,2,2,0,3,1,4,2,5,3,0,0,5,0,10,3,998,0
river
204,0,3,2,0,3,1,4,2,5,3,7,0,5,0,10,3,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,999,0
flop
4,0,1,4,0,5,0,13,2,0,0,0,0,2,0,3,0,998,0
turn
4,0,2,4,0,5,0,13,2,7,0,0,0,2,0,3,0,998,0
river
204,0,3,4,0,5,0,13,2,7,0,10,2,2,0,3,0,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,999,0
flop
4,0,1,2,0,3,1,4,2,0,0,0,0,5,0,10,3,998,0
turn
4,0,2,2,0,3,1,4,2,5,3,0,0,5,0,10,3,998,0
river
204,0,3,2,0,3,1,4,2,5,3,7,0,5,0,10,3,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,999,0
flop
4,0,1,4,0,5,0,13,2,0,0,0,0,2,0,3,0,998,0
turn
4,0,2,4,0,5,0,13,2,7,0,0,0,2,0,3,0,998,0
river
204,0,3,4,0,5,0,13,2,7,0,10,2,2,0,3,0,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,999,0
flop
4,0,1,2,0,3,1,4,2,0,0,0,0,5,0,10,3,998,0
turn
4,0,2,2,0,3,1,4,2,5,3,0,0,5,0,10,3,998,0
river
204,0,3,2,0,3,1,4,2,5,3,7,0,5,0,10,3,898,0
pre-flop
3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,999,0
flop
